@relation clean_data_v2

@attribute WIND numeric
@attribute IND numeric
@attribute RAIN numeric
@attribute IND.1 numeric
@attribute T.MAX numeric
@attribute IND.2 numeric
@attribute T.MIN numeric
@attribute T.MIN.G numeric
@attribute MONTH numeric

@data
2.79,0,7.8,0,16.8,0,8.2,5,6
8.42,0,0,0,18.3,0,4.4,0,6
10.37,0,1.6,0,16.8,0,6.3,1.6,6
21.5,0,1.6,0,18.4,0,12.4,11.4,6
12.54,0,1.9,0,19.8,0,9.4,6.1,6
16.04,0,0.8,0,19.4,0,13.8,12.2,6
13.67,0,0.2,0,18.4,0,10.6,9.3,6
16.66,0,0.3,0,17.3,0,9,7.5,6
18.79,0,0.2,0,16.1,0,7.1,5.4,6
14.33,0,0,0,16.3,0,9.6,8.3,6
11.92,0,0,0,16.1,0,4.5,2.3,6
12.79,0,0.6,0,18.4,0,11.7,9.2,6
6.42,0,0,0,17.2,0,6,6.7,6
7.12,0,0,0,20.1,0,7.8,5.7,6
11.17,0,0,0,20.7,0,9.3,7.7,7
17.5,0,0,0,19.1,0,11.8,10.6,7
12.87,0,0,0,19,0,10.6,10.5,7
10.08,0,0,0,16.1,2,11.2,9.8,7
7.79,0,0,0,13.7,0,5.3,2.1,7
5.46,0,0,0,15.5,0,9.7,9.3,7
3.13,0,0,0,15.5,0,11.3,10.6,7
4.67,0,0,0,16.6,0,11.2,9.7,7
4.63,0,9,0,18.3,0,11.3,8.6,7
7.5,0,4.5,0,14.2,0,11.2,10.7,7
5.71,0,0,0,15.6,0,11.1,11.1,7
4.75,0,0,0,18.8,0,10.1,9.6,7
5.54,0,4.3,0,19.2,0,8.3,5.5,7
8,0,3.4,0,15.1,0,12.3,11.8,7
5.79,0,0,2,14.8,0,11.6,11.4,7
1.87,0,0,0,17.7,0,10.4,6.3,7
4.54,0,0,0,17.2,0,5.3,1.5,7
12.33,0,8.3,0,16.5,0,11.1,6.5,7
13.04,0,0,0,18.4,0,13.3,13.2,7
9.17,0,24.7,0,21.1,0,11,7.6,7
12.96,0,1.2,0,17.3,0,11.4,11,7
11.29,0,2.6,0,18,0,12.3,11.1,7
5.88,0,1.9,0,18.4,0,11.6,10.5,7
4.38,0,2,0,15.1,0,12.1,11,7
6.34,0,0,0,17.3,0,11.1,2.736547,7
10,0,0,0,15.5,0,10.5,9.2,7
3.67,0,0,0,17,0,11.1,8.4,7
2.88,0,7,0,19.6,0,10.2,6.8,7
6.58,0,1.9,0,21.7,0,14,13.3,7
12.17,0,0,0,20.5,0,14.4,13.4,7
9.54,0,0,0,16.5,0,12.8,10.8,7
4.46,0,2.1,0,18,0,13.2,2.736547,8
8.38,0,0.4,2,16.5,0,13.6,2.736547,8
8.42,0,9.2,0,16.2,0,12,2.736547,8
14.25,0,0.6,0,17,0,9.7,2.736547,8
10.75,0,0.1,0,18.8,0,8.8,2.736547,8
5.63,0,3,0,16.2,0,5.6,2.736547,8
10.5,0,1.3,0,17,0,8.8,2.736547,8
7.12,0,2.3,0,17,0,7.8,2.736547,8
12.25,0,1.7,0,17.1,0,12.2,2.736547,8
14.29,0,0.6,0,19.5,0,10.8,2.736547,8
18.5,0,0,0,18.5,0,14.2,2.736547,8
9.38,0,0,0,17.3,0,10,2.736547,8
5.88,0,1.4,0,16.1,0,6.7,2.736547,8
8.67,0,11.1,0,18.2,0,7.3,2.736547,8
10.41,0,2.5,0,17.8,2,10.6,2.736547,8
11.38,0,1.1,0,16.7,0,10,2.736547,8
11.25,0,0.2,0,19,0,7.6,2.736547,8
7.54,0,0.8,0,17.7,0,8.4,2.736547,8
10.5,0,1.4,0,20.1,0,13.8,2.736547,8
11.25,0,2.8,0,18.5,0,13.7,2.736547,8
14.21,0,1.2,0,18.4,0,12.3,2.736547,8
15.09,0,0.9,0,18.6,0,11.7,2.736547,8
17.04,0,6.1,0,18.3,0,12.7,2.736547,8
21.09,0,0.9,0,17.8,0,11.7,2.736547,8
15.5,0,1.1,0,18.1,0,10.5,2.736547,8
22.13,0,4.8,0,18.1,0,12.4,2.736547,8
14.29,0,4.3,0,16.6,0,9.4,2.736547,8
5.54,0,1,0,15.5,0,10.2,2.736547,8
7.75,0,0,0,19,0,7.3,2.736547,8
6.42,0,0,0,20.2,0,10.1,2.736547,8
5.37,0,0,0,19.5,0,13.3,2.736547,8
7.41,0,0.5,0,19,0,15.2,12.1,9
5,0,5.5,0,19.5,0,13.5,11.1,9
6.17,0,1.6,0,18.3,0,13.2,12.2,9
6.46,0,5.2,0,16.7,0,12.2,8.4,9
7.5,0,11,0,18.8,0,9.8,7.8,9
5.25,0,1.9,0,15.1,0,8.4,6,9
11.63,0,1.2,0,16.2,0,5.7,3.8,9
8.04,0,0.2,0,16.6,0,9.5,8.2,9
18.79,0,1.1,0,17.3,0,12.1,10.7,9
9.59,0,18.3,0,16.6,0,13.1,11,9
8.38,0,3,0,18.1,0,10.1,10.8,9
7.54,0,0.1,0,13.4,0,10.4,9.3,9
6.13,0,0,0,14.3,0,3.5,0.6,9
7.25,0,1.1,0,16.2,0,9.5,9,9
7.92,0,1.9,0,15.4,0,10.5,8.8,9
11.75,0,1.1,0,14.1,0,5.7,3.7,9
10.58,0,0,0,13.3,0,5.1,3.3,9
6.79,0,0,0,14.5,0,2.8,0.1,9
2.88,0,0,0,13.3,0,7.4,4,9
4.63,0,0,0,12.8,0,9.4,5.7,9
2.29,0,0,0,14.3,0,3.8,-1.3,9
6.58,0,0,0,14,0,2.3,-1.5,9
8.33,0,0,0,16.1,0,10,9,9
4.88,0,1.3,0,16.2,0,12.3,10.5,9
10.83,0,13.3,0,14.8,0,11.1,7.1,9
12,0,13.3,0,9.6,0,8.7,8.4,9
8.42,0,10.8,0,15,0,1.3,-2.7,9
11.29,0,0.8,0,15.5,0,6.7,2.736547,9
13.79,0,20,0,14.3,0,2.5,-1.4,9
16.54,0,3,0,16.3,0,9.6,6.7,9
13.29,0,1.6,0,16.6,0,10.5,7.6,10
7.12,0,0,0,16.3,0,6.5,1,10
7.33,0,0,0,17.2,0,2.7,-1.6,10
11.54,0,0.5,0,16.6,0,11.5,7,10
8.29,0,0,0,17.7,0,10.1,7.2,10
6.25,0,0,0,17.7,0,6.6,3.3,10
8.04,0,0,0,17.8,0,10.5,6.7,10
8.46,0,0,0,16.8,0,11.6,9.2,10
4.88,0,0,0,16.6,0,5.4,2.7,10
4.83,0,0,0,15.5,0,10.1,7.2,10
7.79,0,0,0,15.5,0,9.8,6.8,10
4.96,0,0,0,14.5,0,8.1,4.3,10
2.5,0,0,0,14.6,0,6.1,3.4,10
4.88,0,0,0,12.7,0,7.7,5,10
3.92,0,0,0,15.6,0,10.3,9.3,10
4.38,0,0,0,12.8,0,4,2.3,10
6.29,0,0,0,10,0,3.6,3.5,10
11.63,0,0.2,0,15,0,6.6,7.2,10
5.58,0,0,0,16.1,0,9.5,10,10
3.79,0,0,0,13.2,0,7.1,5.1,10
6.34,0,0,0,12.8,0,9.5,5.4,10
4.92,0,0,2,14.5,0,9.7,8.5,10
6.54,0,0,0,14.3,0,3.6,-0.1,10
8.5,0,0.5,0,15.7,0,9,8.3,10
11.79,0,0.5,0,14.4,0,11.3,10.6,10
11.04,0,0,0,8.7,0,2.7,0.8,10
15.63,0,0.6,0,11.4,1,-0.5,-3.8,10
15.92,0,0.9,0,9.5,0,4.4,2.7,10
11.96,0,8.1,0,12.7,0,1.1,-2.7,10
20.75,0,0.9,0,9.5,0,3.6,2.736547,10
12.75,0,3.5,0,10,0,3.7,1.8,10
10.46,0,0,0,13.3,0,3.7,-0.3,11
6.04,0,9.1,0,10.6,0,7.3,1.3,11
6.83,0,0.1,0,9.5,0,5.6,4,11
10.92,0,11.2,0,11.8,0,2.2,-1.4,11
19.75,0,0.5,0,12.1,0,8.3,7,11
8.29,0,1.2,0,12.1,0,6.1,2.1,11
3.5,0,0,0,11.2,0,8.3,7.3,11
4.42,0,0,0,10.7,0,0.5,-2.7,11
12.58,0,0.2,0,11.2,0,1.8,0.1,11
16.25,0,0,0,11.7,0,10,8.8,11
14.75,0,0.5,0,9.6,0,8.7,7.8,11
5.5,0,0.2,0,7.6,0,5,3.8,11
7.29,0,0,0,8,0,1.7,-0.6,11
13.7,0,0.5,0,10.1,0,1.6,2.736547,11
9.42,0,0.3,0,7.2,0,1.6,-0.4,11
10.41,0,3,0,9.3,1,-0.5,-5.1,11
18,0,0.6,0,5.1,0,3.8,0.1,11
16.46,0,0,0,4.4,1,-0.5,-2.5,11
10.37,0,0.1,0,4.4,1,-1.8,-3.8,11
10.54,0,0.5,0,6.3,1,-0.8,-5.4,11
8.42,0,0,0,7.7,0,3.8,1.6,11
8.38,0,9.5,0,11.3,0,2.7,-1.6,11
12.96,0,0.5,0,12.7,0,5.1,5.1,11
11.17,0,9.5,0,10,0,8.7,7.1,11
4,0,0,0,10,0,5.1,1.6,11
5.96,0,0,0,7.2,0,1.6,-2,11
5.09,0,0,0,8.7,0,3.4,0.4,11
4.88,0,0,0,7.7,0,4.7,4.6,11
7.41,0,0,0,6.7,0,5.1,4.5,11
4.71,0,0,0,8.4,0,3.7,1.1,11
8.42,0,0.1,0,9.5,0,3.7,4,12
12.96,0,0,0,9.2,0,6.2,4.5,12
10.13,0,0,0,10.5,0,6.7,4.5,12
4.79,0,0,0,10,0,5.5,3.6,12
8.96,0,0,0,11.4,1,-0.5,-5.5,12
4.17,0,0,2,11.1,0,0.5,-3.8,12
13.13,0,19,0,12.7,0,0.3,-3.5,12
20.25,0,1,0,7.6,0,3.8,2.2,12
12.67,0,6.2,0,10.3,0,4.5,3.7,12
16.42,0,1.3,2,9.6,0,6.3,5.4,12
19.67,0,0.3,0,3.8,0,2.3,0,12
14,0,0.3,0,8.2,0,0,-1.4,12
20,0,7.8,0,12.4,1,-0.6,-0.4,12
16.54,0,0.4,0,6.6,0,3.6,2.1,12
9.59,0,1.2,0,7.6,0,0.3,-2.2,12
15.92,0,0.9,0,6.3,0,2.8,1.6,12
9.87,0,5.3,0,12.1,0,2.7,0.5,12
16.08,0,0.3,0,11.5,0,3,1.2,12
10.41,0,0,0,8.2,0,1.5,-0.5,12
5.71,0,0,0,7.5,1,-2.8,-7.1,12
9.33,0,0,0,7.1,1,-2.5,2.736547,12
4.92,0,0,0,2.7,1,-2.2,-7.2,12
7,0,5.1,0,2.8,1,-3.8,-7.7,12
12.38,0,6,0,5,1,-1.8,-1.8,12
11.92,0,3.4,0,4.4,1,-0.1,-2.7,12
7.79,0,0,0,3.4,0,0.5,-1.5,12
13.62,0,0,0,3.2,1,-7.2,-11.1,12
20.75,0,3.9,4,13.339123,4,6.411678,0.2,1
13.83,0,12.5,4,13.339123,4,6.411678,0.2,1
8.54,0,6.4,4,13.339123,4,6.411678,1.6,1
13.08,0,1.2,4,13.339123,4,6.411678,1.8,1
20.91,0,0,4,13.339123,4,6.411678,2.2,1
16.75,0,0,4,13.339123,4,6.411678,0.7,1
16.83,0,0,4,13.339123,4,6.411678,-0.7,1
21.67,0,0,4,13.339123,4,6.411678,-1.1,1
19.38,0,0,4,13.339123,4,6.411678,0,1
9.79,0,0,4,13.339123,4,6.411678,-1.1,1
3.96,0,6,4,13.339123,4,6.411678,-6.7,1
5.21,0,0,4,13.339123,4,6.411678,-13,1
10.46,0,0,4,13.339123,4,6.411678,-14.4,1
12.58,0,0.1,4,13.339123,4,6.411678,-1.3,1
15.37,0,0,4,13.339123,4,6.411678,-3.4,1
21.5,0,0,4,13.339123,4,6.411678,-2.1,1
19.62,0,0.8,4,13.339123,4,6.411678,-3.3,1
13.83,0,0,4,13.339123,4,6.411678,-2.6,1
11.92,0,0,4,13.339123,4,6.411678,-4,1
2.17,0,0,4,13.339123,4,6.411678,-11.6,1
3.04,0,0,4,13.339123,4,6.411678,-12.2,1
8.92,0,0,4,13.339123,4,6.411678,-8.8,1
8.38,0,0,4,13.339123,4,6.411678,-7.2,1
1.63,0,0,4,13.339123,4,6.411678,-6,1
1.33,0,0,4,13.339123,4,6.411678,-4.7,1
7.41,0,7.6,4,13.339123,4,6.411678,0,1
19.62,0,0.6,4,13.339123,4,6.411678,-0.6,1
11.83,0,1.3,4,13.339123,4,6.411678,-1,1
14.04,0,0.4,4,13.339123,4,6.411678,0,2
15.16,0,0.6,4,13.339123,4,6.411678,-3,2
8.67,0,0.2,4,13.339123,4,6.411678,-5.6,2
9.13,0,7,4,13.339123,4,6.411678,-8.8,2
22,0,32,4,13.339123,4,6.411678,-3.2,2
20.25,0,12,4,13.339123,4,6.411678,-0.1,2
11.83,0,0,4,13.339123,4,6.411678,1.1,2
10.37,0,0.7,4,13.339123,4,6.411678,-5.4,2
16.88,0,5.3,4,13.339123,4,6.411678,-1.5,2
15.67,0,0,4,13.339123,4,6.411678,1.6,2
6.79,0,0,4,13.339123,4,6.411678,1.1,2
5.21,0,0,4,13.339123,4,6.411678,-0.1,2
12.83,0,7.2,4,13.339123,4,6.411678,-6.1,2
19.17,0,6.3,4,13.339123,4,6.411678,4.4,2
15.5,0,0,4,13.339123,4,6.411678,3.7,2
13.54,0,0,4,13.339123,4,6.411678,1.1,2
7.83,0,0,4,13.339123,4,6.411678,0.4,2
10.34,0,0,4,13.339123,4,6.411678,-6.6,2
14.54,0,0,4,13.339123,4,6.411678,-1.5,2
9.92,0,0,4,13.339123,4,6.411678,-4,2
8.5,0,0,4,13.339123,4,6.411678,-2.7,2
5.5,0,0,4,13.339123,4,6.411678,-6.6,2
9.33,0,0,4,13.339123,4,6.411678,-7.3,2
13.75,0,0,4,13.339123,4,6.411678,-2.7,2
11.46,0,0,4,13.339123,4,6.411678,-8.7,2
19.25,0,0,4,13.339123,4,6.411678,-1.5,2
12.5,0,0,4,13.339123,4,6.411678,-2,2
16.46,0,0,4,13.339123,4,6.411678,-0.1,2
16.21,0,0,0,7.1,0,2.2,-2.2,3
15.83,0,0.1,0,7.8,0,1.7,-1.6,3
14.46,0,0.3,0,8.4,0,4,4.1,3
14.42,0,4,0,11.8,0,4.8,3.8,3
20.21,0,2.3,0,13.4,0,6.7,5.6,3
9.96,0,0.2,0,11.7,0,8.3,7.7,3
17.88,0,0,0,12.8,0,6.1,6.2,3
17.5,0,1,0,11.8,0,7.2,6.2,3
13.33,0,3.7,0,9.1,0,6.1,4.4,3
17.33,0,0.5,0,11.3,0,4.8,4.4,3
5.66,0,0,0,8.3,1,-1.6,-4.8,3
6.67,0,0.1,0,11.7,0,0.9,-1.6,3
11.46,0,0.7,0,12.1,1,-2.7,-6.2,3
13.92,0,0.1,0,12.3,0,4.6,4.8,3
14.25,0,18.5,0,14.2,0,8.3,6.6,3
16.62,0,2,0,12.4,0,6.6,6.1,3
13.17,0,4.7,0,10.1,0,6.6,1.2,3
12.42,0,0,0,13.4,0,6.6,5.5,3
9.54,0,14.8,0,8.4,0,1.7,-1.1,3
7.54,0,0,0,11.4,0,4.8,4.8,3
4.33,0,0,0,10.2,0,0,-4,3
4.17,0,0,0,6.8,0,2.6,-2.2,3
4.79,0,0,0,12.1,1,-2.1,-5.4,3
19.75,0,6.4,0,10.1,0,1.7,-2.6,3
19.55,0,0.4,0,11.4,0,5.4,5.4,3
7.62,0,2.9,0,12.7,0,4.4,4.4,3
13.92,0,0.2,0,10.1,0,4,3.4,3
9.83,0,1.5,0,7.9,0,2.2,0.5,3
8.67,0,0,0,9.7,1,-1,-4.8,3
9.38,0,0,0,7.9,0,0.6,-1.6,3
6.83,0,0,0,11.2,1,-2.2,-5.4,3
11.79,0,2.2,4,13.339123,4,6.411678,1.6,4
8.96,0,0,4,13.339123,4,6.411678,-3.2,4
8.71,0,0.2,4,13.339123,4,6.411678,-1.6,4
13,0,4.3,4,13.339123,4,6.411678,1.2,4
20.04,0,7.2,4,13.339123,4,6.411678,2,4
20.5,0,1.8,4,13.339123,4,6.411678,2.7,4
18.5,0,0,4,13.339123,4,6.411678,2.7,4
10.41,0,0.3,4,13.339123,4,6.411678,2.7,4
11.67,0,1.1,4,13.339123,4,6.411678,4.4,4
7.25,0,1.2,4,13.339123,4,6.411678,4.4,4
9.54,0,0,4,13.339123,4,6.411678,4.4,4
16,0,0,4,13.339123,4,6.411678,-3.6,4
15.21,0,10.1,4,13.339123,4,6.411678,0.5,4
16.46,0,2.7,4,13.339123,4,6.411678,3.3,4
8.87,0,1.1,4,13.339123,4,6.411678,7.7,4
9.67,0,0,4,13.339123,4,6.411678,7.7,4
8,0,0,4,13.339123,4,6.411678,2.3,4
9.92,0,1.1,4,13.339123,4,6.411678,2.5,4
9.5,1,5.8,4,13.339123,4,6.411678,-4.5,4
21.54,0,1.7,4,13.339123,4,6.411678,4.5,4
19.58,0,4.4,4,13.339123,4,6.411678,5.6,4
13.42,0,0,4,13.339123,4,6.411678,6.6,4
6,0,0.2,4,13.339123,4,6.411678,6,4
6.67,0,0.2,4,13.339123,4,6.411678,3.3,4
4.83,0,0,4,13.339123,4,6.411678,-0.7,4
5.71,0,0.6,4,13.339123,4,6.411678,-0.5,4
12.12,0,0.1,4,13.339123,4,6.411678,0,4
11.42,0,0.2,4,13.339123,4,6.411678,12.1,4
11.75,0,0,4,13.339123,4,6.411678,6.1,4
12.33,0,1.1,4,13.339123,4,6.411678,2.2,4
14.46,0,0.1,0,12.8,0,6.5,3.4,5
15.37,0,1.2,0,12.7,0,2.3,0.5,5
12.96,0,0,0,13.5,0,5.6,3.8,5
13.37,0,2.6,0,14.4,0,4.5,1.1,5
14.96,0,0.4,0,11.2,0,3.4,1.7,5
13.67,0,0.7,2,14.1,0,4.1,2.6,5
18.75,0,3.2,0,15.2,0,8.8,7.7,5
11.67,0,0.8,0,14,0,8.4,7.2,5
13.88,0,1.3,0,14.4,0,5.6,2.2,5
12.25,0,0,0,13.8,0,4,1.4,5
15.59,0,0.1,0,15.5,0,10,7.5,5
20.33,0,0.8,0,14.2,0,9,5.6,5
13.42,0,1.1,0,14.5,0,7.7,5.5,5
12.83,0,0.5,0,15.5,0,5.5,2.736547,5
14.42,0,0.5,0,18.3,0,3.8,-0.2,5
13.96,0,0,0,16.6,0,3.8,-0.2,5
19.33,0,0.8,0,13.3,0,8.4,6.3,5
11.38,0,5,2,13.6,0,4.8,2.2,5
14.5,0,3.4,0,15,0,7.7,7.2,5
7.21,0,6.8,0,12.6,0,6.7,3.8,5
7.62,0,0,0,12.8,0,2.7,-1.2,5
7,0,0.2,2,12,0,5.4,0.6,5
4.96,0,4.1,0,11.6,0,0.6,-4.1,5
8.38,0,1.1,0,15.5,0,8.4,7.2,5
9.29,0,0.4,0,15.7,0,11,8.3,5
5.13,0,0,0,14,0,6,0.5,5
5.63,0,0,0,17,0,2.3,-0.7,5
10.92,0,0,0,16.1,0,6.7,2.736547,5
8.25,0,2.5,0,12.8,0,6.7,5.1,5
6.13,0,0,0,17.1,0,10,7.2,5
10.92,0,0,4,13.339123,4,6.411678,7,6
14.46,0,0,4,13.339123,4,6.411678,7.6,6
17.67,0,0,4,13.339123,4,6.411678,8.1,6
9.79,0,0.2,4,13.339123,4,6.411678,5.5,6
6,0,0,4,13.339123,4,6.411678,9.5,6
6.29,0,0,4,13.339123,4,6.411678,9.4,6
3.58,0,0,4,13.339123,4,6.411678,7.2,6
4.25,0,0,4,13.339123,4,6.411678,4.4,6
8.38,0,0,4,13.339123,4,6.411678,7.8,6
5.75,0,0,4,13.339123,4,6.411678,6.7,6
2.92,0,18.8,4,13.339123,4,6.411678,5,6
4.25,0,5,4,13.339123,4,6.411678,12,6
4.92,0,0,4,13.339123,4,6.411678,4.5,6
4.83,0,0,4,13.339123,4,6.411678,5.6,6
7.17,0,5,4,13.339123,4,6.411678,5,6
8.29,0,0.8,4,13.339123,4,6.411678,10.3,6
5.88,0,4.5,4,13.339123,4,6.411678,9.6,6
17.83,0,0.8,4,13.339123,4,6.411678,10.7,6
8.92,0,3.3,4,13.339123,4,6.411678,6.2,6
8.67,0,0.1,4,13.339123,4,6.411678,9.5,6
10.34,0,0.5,4,13.339123,4,6.411678,9.4,6
11.83,0,6.3,4,13.339123,4,6.411678,7.5,6
11.87,0,0.3,4,13.339123,4,6.411678,5,6
12.04,0,2.8,4,13.339123,4,6.411678,8.5,6
8.17,0,3.1,4,13.339123,4,6.411678,8.3,6
12.71,0,3.5,4,13.339123,4,6.411678,8.3,6
13.04,0,3,4,13.339123,4,6.411678,6.1,6
12.17,0,3.4,4,13.339123,4,6.411678,10.3,6
13.5,0,2.8,4,13.339123,4,6.411678,9.7,6
11.58,0,0.5,4,13.339123,4,6.411678,9.6,6
8.54,0,0.8,0,16.2,0,11.4,10.7,7
5.09,0,0.3,0,17,0,11.1,11.2,7
6.46,0,0,0,17.2,0,12.2,10.6,7
8.5,0,0.7,0,15.7,0,11.3,8.5,7
5.17,0,3.4,0,16.6,0,10.5,10.5,7
2.67,0,0.1,0,16.1,0,11.6,11.2,7
6.46,0,0,0,16.6,0,11.1,9.6,7
10.92,0,0,0,16.6,0,10.7,10.1,7
13.96,0,0.1,0,16.4,0,11.5,10.1,7
8.17,0,0.2,0,17,0,10.6,10.4,7
4.46,0,0.9,0,15,0,8.4,4.7,7
4.79,0,0.3,0,15.6,0,10.2,8.8,7
5.54,0,0.5,0,17.2,0,7.8,3.4,7
14.71,0,0,0,20,0,12.2,9.5,7
12.04,0,3.8,0,18.8,0,13.4,11,7
10.29,0,2,0,19,0,11.6,10,7
9.75,0,0,0,17.6,0,12.1,9,7
6.5,0,0,0,19.4,0,10.2,7.5,7
10.04,0,0.4,0,19.4,0,13.7,12.7,7
6.5,0,0,0,17.7,0,4.7,1,7
7.29,0,0,0,24,0,11.6,8.3,7
6.5,0,3.4,0,17.7,0,15,13.3,7
7.87,0,2.3,0,18.3,0,12.6,10.1,7
11.17,0,0.1,0,18.2,0,13.1,13.3,7
6.5,0,0,0,17.7,0,9.2,6,7
5.5,0,0,0,20.1,0,7.2,2.5,7
5.91,0,0,0,20.4,0,6.6,3,7
8.21,0,0,0,21.1,0,7.1,2.7,7
4.33,0,0,0,25.5,0,9.5,7.2,7
4.33,0,0,0,22.3,0,8.7,4.5,7
5.41,0,0,0,21.4,0,12.7,10.4,8
4.08,0,0,0,20.3,0,10,5.5,8
2.62,0,0,0,19.6,0,10.5,6.7,8
3.13,0,0,0,21.1,0,13.3,11.6,8
10.5,0,4.1,0,18.3,0,12.8,9.6,8
7,0,0,0,18.8,0,11.6,10.8,8
12.58,0,0,0,20.6,0,14,12.8,8
13.5,0,0,0,16.6,0,9.7,7.4,8
7.96,0,9.4,0,17.3,0,8.6,4.7,8
14.09,0,2.1,0,19.7,0,12.6,10.3,8
11.25,0,1.6,0,18.4,0,12.2,11.2,8
8.38,0,0,0,18.8,0,11.6,10.6,8
6.58,0,0,0,16.2,0,10.7,10.7,8
6.67,0,4.3,0,17.6,0,8.7,5.7,8
9.21,0,15.1,0,16.3,0,6.2,1.8,8
17.67,0,44.4,2,13,0,9.6,9.4,8
15.67,0,0,2,15,0,8.8,8.8,8
6.92,0,0,0,17.7,0,7.3,3.8,8
7.79,0,3.6,0,17.8,0,11.2,10.3,8
11.08,0,0.4,0,17,0,8.8,6.6,8
9.46,0,3.4,0,18.3,0,9.7,7.6,8
7.62,0,0.2,0,18.8,0,12.7,11.8,8
13.13,0,3.8,0,17.8,0,10.3,6.1,8
13.59,0,0.4,0,19,0,11.1,9.4,8
9,0,3.6,0,17.7,0,12.7,11.4,8
19.62,0,3.3,0,17.3,0,12.3,10.5,8
14.62,0,0.2,0,15.5,0,11.4,10,8
7.41,0,0,0,15.5,0,9.8,4.7,8
8.33,0,0,0,16.5,0,10.5,6.6,8
11.12,0,11.4,0,17.7,0,12.3,8.2,8
9.59,0,0.5,0,15.6,0,11.6,11.1,8
10.34,0,0.5,4,13.339123,4,6.411678,5.5,9
8.96,0,1.3,4,13.339123,4,6.411678,8.8,9
11.25,0,2.8,4,13.339123,4,6.411678,5.5,9
5.96,0,0,4,13.339123,4,6.411678,5.3,9
9.25,0,6.8,4,13.339123,4,6.411678,5.1,9
10.34,0,6.9,4,13.339123,4,6.411678,3.1,9
14.67,0,2,4,13.339123,4,6.411678,10,9
13.13,0,1.2,4,13.339123,4,6.411678,1.4,9
14.04,0,0.3,4,13.339123,4,6.411678,5.6,9
3.71,0,0,4,13.339123,4,6.411678,1.1,9
2.54,0,0,4,13.339123,4,6.411678,9.8,9
4.29,0,0,4,13.339123,4,6.411678,3,9
9.79,0,0,4,13.339123,4,6.411678,3.8,9
9.33,0,0,4,13.339123,4,6.411678,7.8,9
5.91,0,0,4,13.339123,4,6.411678,1.6,9
4.75,0,0,4,13.339123,4,6.411678,1.6,9
7.83,0,5.6,4,13.339123,4,6.411678,3.3,9
5.41,0,0,4,13.339123,4,6.411678,4.4,9
6.75,0,0.2,4,13.339123,4,6.411678,3.3,9
5.5,0,0,4,13.339123,4,6.411678,10.2,9
2.54,0,0,4,13.339123,4,6.411678,4.1,9
3.21,0,0,4,13.339123,4,6.411678,5.5,9
5.09,0,2,4,13.339123,4,6.411678,4.4,9
14.67,0,1.3,4,13.339123,4,6.411678,7.7,9
13.37,0,15.8,4,13.339123,4,6.411678,1.7,9
15,0,0,4,13.339123,4,6.411678,3.7,9
10.17,0,0.3,4,13.339123,4,6.411678,3.2,9
17.88,0,0,4,13.339123,4,6.411678,11.2,9
12.5,0,0.2,4,13.339123,4,6.411678,7.7,9
15.71,0,0.9,4,13.339123,4,6.411678,10,10
10.54,0,1.2,4,13.339123,4,6.411678,10,10
14.21,0,2,4,13.339123,4,6.411678,9,10
14.25,0,1.5,4,13.339123,4,6.411678,2.5,10
9.04,0,2.4,4,13.339123,4,6.411678,4.5,10
8.71,0,5.1,4,13.339123,4,6.411678,-1,10
11.17,0,0,4,13.339123,4,6.411678,8.5,10
14.33,0,0.4,4,13.339123,4,6.411678,11.6,10
15.25,0,0,4,13.339123,4,6.411678,-0.5,10
14.42,0,0,4,13.339123,4,6.411678,8.6,10
9.83,0,0,4,13.339123,4,6.411678,8.8,10
9.42,0,0.3,4,13.339123,4,6.411678,-1.6,10
14.21,0,0,4,13.339123,4,6.411678,3.8,10
3.83,0,4.3,4,13.339123,4,6.411678,-1.6,10
11.67,0,1,4,13.339123,4,6.411678,8.6,10
7.46,0,0,4,13.339123,4,6.411678,-0.5,10
10.37,0,0,4,13.339123,4,6.411678,6.7,10
12.96,0,0,4,13.339123,4,6.411678,4.3,10
15.09,0,0.2,4,13.339123,4,6.411678,10.6,10
13.42,0,0,4,13.339123,4,6.411678,0.5,10
13.88,0,6.3,4,13.339123,4,6.411678,9.8,10
9.79,0,0.4,4,13.339123,4,6.411678,0.5,10
12.92,0,0,4,13.339123,4,6.411678,8.8,10
4.83,0,0,4,13.339123,4,6.411678,10,10
6.04,0,0,4,13.339123,4,6.411678,0.5,10
11.21,0,0,4,13.339123,4,6.411678,9.4,10
15.37,0,0.1,4,13.339123,4,6.411678,8.7,10
12.04,0,5.4,4,13.339123,4,6.411678,11,10
8.21,0,3,4,13.339123,4,6.411678,8,10
15.92,0,9.6,4,13.339123,4,6.411678,10.5,10
5.25,0,0.2,4,13.339123,4,6.411678,3.1,10
8.25,0,0.5,4,13.339123,4,6.411678,3.1,11
6,0,16.2,4,13.339123,4,6.411678,3,11
7.33,0,2,4,13.339123,4,6.411678,5.8,11
16.13,0,7.9,4,13.339123,4,6.411678,6.2,11
11.12,0,9.8,4,13.339123,4,6.411678,8.5,11
3,0,0.2,4,13.339123,4,6.411678,2.1,11
7.62,0,0,4,13.339123,4,6.411678,3.1,11
13,0,0,4,13.339123,4,6.411678,-2.7,11
6.58,0,11.2,4,13.339123,4,6.411678,-4.4,11
19.83,0,7.6,4,13.339123,4,6.411678,8.6,11
18.29,0,0.3,4,13.339123,4,6.411678,9.4,11
